3393.18,1071.817
3395.424,1072.099
2888.228,1069.564
3378.392,2129.384
2887.994,1891.336
3290.18,1022.449
2883.286,1891.781
3668.268,1524.206
3167.536,1809.299
2757.839,1109.998
3356.033,2131.951
3164.809,1812.954
3332.243,2087.662
2724.566,1138.307
3908.637,1487.095
3342.245,2130.556
2806.521,1091.193
2823.094,1940.007
3297.509,1030.546
2897.461,1889.754
2825.982,1940.725
3366.878,2140.024
2639.09,1190.516
3352.117,2095.455
3383.016,2116.548
3387.95,2122.914
3389.638,2141.644
2533.895,1287.531
3333.408,2089.708
2899.926,1888.985
3347.146,2141.661
3323.844,2082.448
3321.873,2078.69
4026.284,1724.76
2909.848,1890.98
2637.474,1190.022
2489.856,1372.748
3384.623,2120.976
2881.915,1075.612
2657.203,1171.595
3660.569,1430.844
2906.755,1055.067
2910.851,1879.884
2487.887,1372.825
2849.931,1078.293
2905.151,1063.852
2950.374,1033.485
2497.219,1360.798
3134.644,1797.179
3653.166,1455.395
3174.704,1843.46
3372.927,2111.897
3373.895,1071.432
2485.792,1392.513
3320.588,2070.256
2814.842,1082.635
2497.279,1362.629
2666.214,1173.324
3176.664,1845.328
3997.554,1681.729
3332.067,1218.508
3379.895,1039.054
3344.776,2134.479
4064.208,1521.052
3383.282,1073.68
2725.888,1128.298
2912.348,1876.915
3358.613,2139.563
4009.532,1681.213
3689.676,1533.804
3695.042,1534.853
3394.587,2126.8
2836.851,1081.607
3174.406,1812.813
2964.788,1026.274
3193,1866.172
2692.109,1147.591
2914.52,1872.287
2492.856,1591.799
2714.459,1131.116
4068.68,1574.991
2500.114,1598.139
3771.003,1574.199
3770.521,1578.542
2500.551,1349.485
2772.871,1946.378
2836.321,1937.264
3925.344,1559.578
2668.343,1163.081
2485.531,1536.008
2476.772,1485.863
2863.169,1918.018
3341.662,1052.731
2487.626,1535.708
2502.161,1613.152
2492.223,1351.763
3960.941,1610.529
2774.125,1944.896
4055.183,1802.106
3374.572,2277.815
3315.002,2077.662
2595.828,1229.441
4066.222,1249.876
4056.742,1802.454
3711.423,1500.666
2855.349,1096.06
4063.854,1580.078
3177.088,1826.258
2503.856,1359.884
2508.117,1634.695
3185.577,1855.794
4115.847,1585.421
2853.759,1086.735
3356.686,1064.415
2484.399,1506.509
3704.508,1529.41
3390.765,2116.066
2481.141,1474.139
2851.081,1085.748
3853.153,1428.542
2604.214,1218.849
3356.382,1066.862
2691.997,1246.213
3845.012,1400.066
3025.357,1846.117
2545.229,1724.982
3135.084,1779.65
3186.787,1875.594
3554.426,1384.927
3978.447,1060.405
2510,1358.201
3374.015,2276.219
2517.954,1314.041
3573.961,1386.427
2877.448,1290.216
4136.332,1590.813
2659.941,1171.356
2594.945,1225.935
4038.133,1381.777
2614.631,1208.178
2488.505,1577.556
2594.588,1230.259
3696.292,1569.292
3777.152,1651.032
3355.24,1076.26
3659.942,1438.059
4129.747,1686.055
3710.867,1454.593
3370.075,1063.129
2536.221,1278.401
4028.105,1385.907
4140.995,1591.32
2511.344,1319.077
3895.038,1461.894
3765.808,1650.266
3571.284,1386.555
3904.633,1698.471
2506.146,1612.314
2478.165,1395.445
4092.146,1413.732
3351.375,1044.796
3837.59,1436.586
3345.258,2177.928
3118.571,1819.832
2485.85,1381.215
3777.685,1559.709
2972.088,1865.016
3025.126,1835.428
3183.796,1821.294
3866.814,1414.622
3704.421,1573.301
3179.958,1823.886
3703.335,1501.704
4053.289,1528.421
2848.15,1923.12
2689.483,1145.448
3911.651,1465.377
2628.084,1203.641
3825.005,1769.77
2509.198,1316.361
3304.961,1037.915
3714.544,1562.632
2928.509,1046.125
2770.157,1288.031
3864.857,1400.742
3739.157,1465.294
4134.761,1652.053
2980.064,1876.389
2845.773,1924.114
2980.118,1858.73
4137.155,1652.485
2878.73,1079.847
2987.835,1016.07
3982.386,1557.969
3747.523,1522.62
2477.487,1371.775
2604.21,1224.934
4102.576,1649.347
3007.841,1830.332
2486.536,1562.952
3770.318,1112.857
2994.268,1848.87
2996.003,1850.763
3130.807,1808.993
